customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID-5494,Male,0,Yes,No,53,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,No,Mailed check,92.24,4852.51,Yes
ID-5495,Male,0,No,No,59,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,30.47,1792.9,Yes
ID-5496,Male,0,Yes,Yes,66,No,No,Fiber optic,No,No internet service,No,No,Yes,No,Two year,No,Electronic check,111.66,7357.44,No
ID-5497,Female,0,No,Yes,33,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,82.31,2730.93,Yes
ID-5498,Female,0,No,No,40,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,27.87,1176.29,Yes
ID-5499,Female,0,Yes,Yes,30,Yes,No,No,No,No,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,84.89,2574.65,No
ID-5500,Male,0,No,Yes,38,Yes,No,DSL,No,Yes,No,No,No internet service,No,Two year,Yes,Electronic check,53.87,2019.65,No
ID-5501,Male,0,No,No,51,Yes,Yes,No,No,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,109.36,5577.3,Yes
ID-5502,Female,0,No,No,46,No,Yes,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),90.16,4194.47,No
ID-5503,Male,1,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),79.84,1437.53,No
ID-5504,Male,0,No,Yes,51,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,41.06,2166.67,No
ID-5505,Male,0,Yes,No,70,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,No,Two year,No,Bank transfer (automatic),103.82,7203.57,No
ID-5506,Male,0,Yes,No,61,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,111.14,6629.55,No
ID-5507,Male,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,81.72,413.86,No
ID-5508,Female,0,No,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),108.73,6016.16,No
ID-5509,Female,0,No,No,3,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.67,126.36,No
ID-5510,Female,0,Yes,No,10,No,No,DSL,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),66.85,625.55,Yes
ID-5511,Female,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Two year,Yes,Mailed check,31.09,544.72,No
ID-5512,Female,0,No,No,26,Yes,Yes,No,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,93.78,2459.56,No
ID-5513,Male,0,Yes,Yes,28,Yes,No,DSL,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,61.02,1774.81,Yes
ID-5514,Male,0,No,Yes,17,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,One year,Yes,Credit card (automatic),109.82,1901.67,No
ID-5515,Male,0,Yes,Yes,36,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,110.85,4043.48,No
ID-5516,Male,0,Yes,No,60,Yes,No,No,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),71.21,4321.86,No
ID-5517,Female,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,One year,No,Mailed check,28.22,1378.9,Yes
ID-5518,Female,1,No,No,19,Yes,Yes,No,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),53.33,1051.16,Yes
ID-5519,Female,0,No,Yes,69,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),109.24,7583.96,No
ID-5520,Male,0,Yes,No,48,Yes,Yes,No,No internet service,No,Yes,Yes,No,No,Two year,Yes,Electronic check,71.74,3435.35,No
ID-5521,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),30.82,374.25,No
ID-5522,Male,0,No,No,17,Yes,Yes,DSL,No internet service,No,No,No,Yes,No internet service,Two year,Yes,Mailed check,24.94,418.46,No
ID-5523,Female,0,No,Yes,37,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),112.94,4174.64,No
ID-5524,Female,0,No,No,21,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),93.17,1942.3,No
ID-5525,Male,0,No,No,59,Yes,No,No,No,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,77.79,4565.72,No
ID-5526,Male,0,No,No,65,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),22.97,1551.39,No
ID-5527,Female,1,No,No,25,Yes,No,No,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,85.33,2132.8,No
ID-5528,Female,1,No,Yes,63,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),112.46,7084.61,Yes
ID-5529,Male,0,Yes,No,57,Yes,No,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,56.97,3222.03,No
ID-5530,Female,0,No,No,2,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,95.99,211.65,No
ID-5531,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Two year,No,Electronic check,93.93,2675.95,Yes
ID-5532,Male,1,Yes,Yes,18,Yes,Yes,No,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.59,1710.6,Yes
ID-5533,Female,0,Yes,No,9,Yes,No,No,No,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),58.35,565.58,No
ID-5534,Male,0,No,Yes,45,Yes,No,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),83.12,3556.13,Yes
ID-5535,Female,1,No,No,18,Yes,No,No,No,No internet service,No internet service,No,No internet service,Yes,Two year,No,Electronic check,26.52,382.04,Yes
ID-5536,Male,0,No,Yes,57,Yes,No,No,Yes,Yes,Yes,No internet service,No,No,Month-to-month,No,Mailed check,41.66,2391.25,No
ID-5537,Female,0,Yes,No,5,Yes,No,No,No internet service,Yes,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),50.45,219.26,No
ID-5538,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),98.27,4844.49,Yes
ID-5539,Female,1,Yes,Yes,13,Yes,No,No,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),85.8,1182.69,No
ID-5540,Male,0,No,No,57,No,No,DSL,Yes,No,No internet service,No,Yes,No,One year,Yes,Electronic check,60.92,3465.51,No
ID-5541,Female,0,Yes,No,7,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),58.46,370.68,No
ID-5542,Female,0,No,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,63.28,11.29,No
ID-5543,Female,0,No,Yes,17,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),72.6,1114.38,No
ID-5544,Female,0,No,No,56,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,73.53,4159.93,No
ID-5545,Female,0,No,No,34,No,No,No,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),67.66,2434.33,No
ID-5546,Female,1,No,No,65,Yes,No,DSL,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,78.08,5060.43,Yes
ID-5547,Female,0,Yes,No,55,Yes,No,DSL,No internet service,No,Yes,No,Yes,No internet service,Two year,No,Electronic check,41.28,2291.18,No
ID-5548,Female,1,No,No,42,Yes,No,DSL,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),76.4,3177.49,Yes
ID-5549,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),116.92,8311.76,No
ID-5550,Male,0,Yes,No,7,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.5,333.64,Yes
ID-5551,Male,0,Yes,No,4,Yes,No,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),25.35,184.19,No
ID-5552,Female,0,No,No,12,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.75,1281.0,No
ID-5553,Male,0,Yes,No,6,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,Yes,One year,Yes,Mailed check,88.69,445.4,No
ID-5554,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,One year,Yes,Mailed check,109.27,2305.06,No
ID-5555,Female,0,No,Yes,36,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),104.81,3695.87,No
ID-5556,Male,0,No,No,44,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,101.12,4578.36,No
ID-5557,Female,1,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Mailed check,19.03,1016.18,No
ID-5558,Female,0,No,No,47,Yes,No,DSL,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Mailed check,101.8,4728.65,No
ID-5559,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,One year,Yes,Electronic check,40.58,2482.6,No
ID-5560,Male,0,No,No,50,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,Two year,No,Electronic check,26.9,1309.44,No
ID-5561,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No,Yes,No,Yes,Two year,Yes,Mailed check,41.7,100.3,No
ID-5562,Male,0,No,Yes,55,Yes,No,No,No,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,103.28,5730.31,No
ID-5563,Male,0,No,Yes,33,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,No,One year,No,Bank transfer (automatic),102.62,3337.63,No
ID-5564,Female,0,Yes,No,44,No,No phone service,Fiber optic,Yes,No,No,No internet service,No,Yes,One year,No,Credit card (automatic),58.41,2615.83,No
ID-5565,Male,1,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,80.33,1114.4,No
ID-5566,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),86.07,801.7,No
ID-5567,Female,0,Yes,No,15,Yes,No,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),82.02,1222.41,No
ID-5568,Male,0,No,No,30,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),77.44,2300.28,Yes
ID-5569,Male,0,Yes,No,12,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.31,1219.96,No
ID-5570,Female,0,Yes,No,4,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),54.57,135.49,No
ID-5571,Female,0,No,No,46,Yes,No,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,52.87,2387.52,Yes
ID-5572,Female,1,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,Two year,Yes,Bank transfer (automatic),53.58,1914.32,No
ID-5573,Male,0,Yes,No,17,No,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,44.42,696.03,No
ID-5574,Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,One year,No,Electronic check,110.76,2124.13,No
ID-5575,Female,1,No,No,1,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),39.37,114.52,No
ID-5576,Male,0,Yes,No,39,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.26,3522.1,No
ID-5577,Female,0,Yes,No,29,Yes,No,DSL,No internet service,No,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,87.64,2479.52,No
ID-5578,Female,0,Yes,No,9,No,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,Two year,Yes,Electronic check,93.85,782.97,No
ID-5579,Female,0,Yes,No,63,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,84.46,5342.26,No
ID-5580,Female,0,Yes,No,41,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,24.18,1083.28,No
ID-5581,Male,0,No,No,52,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,One year,No,Electronic check,40.16,2111.23,No
ID-5582,Female,0,No,No,52,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,114.61,6008.72,Yes
ID-5583,Female,0,Yes,Yes,39,No,Yes,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,38.89,1508.41,No
ID-5584,Male,1,No,No,15,Yes,No,DSL,No,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),51.75,738.93,Yes
ID-5585,Female,0,No,No,47,Yes,No phone service,No,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,114.31,5310.66,Yes
ID-5586,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,One year,No,Electronic check,111.62,6744.8,No
ID-5587,Male,0,Yes,No,37,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,45.74,1737.03,Yes
ID-5588,Male,0,No,Yes,43,Yes,No phone service,No,No internet service,No,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,73.09,3156.4,Yes
ID-5589,Female,0,No,No,14,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,No,Two year,Yes,Bank transfer (automatic),37.39,533.33,No
ID-5590,Male,0,Yes,No,60,No,No,No,No,No,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),74.67,4550.57,No
ID-5591,Male,0,Yes,Yes,6,Yes,No phone service,No,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,38.58,263.11,No
ID-5592,Male,0,Yes,Yes,29,Yes,Yes,No,Yes,No internet service,No,No internet service,No,No,One year,Yes,Electronic check,81.62,2345.47,No
ID-5593,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,29.22,1011.0,Yes
ID-5594,Female,0,No,Yes,10,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),54.63,522.08,No
ID-5595,Female,0,No,Yes,69,Yes,Yes,DSL,No,No internet service,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),96.5,6671.43,No
ID-5596,Female,0,No,Yes,28,No,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No,One year,Yes,Electronic check,68.32,1883.9,Yes
ID-5597,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No internet service,One year,No,Bank transfer (automatic),114.15,478.68,No
ID-5598,Female,0,Yes,Yes,50,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,Yes,One year,No,Bank transfer (automatic),56.99,2830.84,No
ID-5599,Female,0,Yes,No,37,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,108.95,3982.27,No
ID-5600,Male,0,No,No,21,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,97.02,2086.88,No
ID-5601,Male,1,No,Yes,53,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.39,4931.21,No
ID-5602,Male,1,Yes,Yes,39,No,No,DSL,No,No,Yes,No,No internet service,No internet service,Two year,No,Credit card (automatic),65.93,2527.11,No
ID-5603,Male,1,Yes,No,6,Yes,No,DSL,No,No,No,No internet service,No,No,One year,No,Bank transfer (automatic),68.66,472.13,No
ID-5604,Female,0,No,Yes,39,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,Two year,Yes,Credit card (automatic),48.74,1859.06,No
ID-5605,Male,0,No,No,23,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),109.93,2569.37,No
ID-5606,Male,0,Yes,Yes,40,Yes,No phone service,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,40.4,1622.6,No
ID-5607,Male,1,Yes,Yes,50,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),58.62,2916.95,No
ID-5608,Male,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,75.16,2826.1,No
ID-5609,Female,0,No,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),44.61,1893.4,No
ID-5610,Female,0,No,No,68,Yes,No phone service,No,No,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,44.95,2978.79,No
ID-5611,Female,0,No,Yes,58,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Two year,Yes,Credit card (automatic),55.28,3189.67,No
ID-5612,Male,0,No,No,24,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),98.61,2420.99,No
ID-5613,Female,0,No,No,24,Yes,Yes,No,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),30.17,730.95,Yes
ID-5614,Male,0,Yes,No,23,Yes,No,DSL,Yes,Yes,Yes,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),81.49,1825.11,No
ID-5615,Female,0,Yes,Yes,61,No,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,116.13,7149.59,No
ID-5616,Female,0,Yes,Yes,42,No,Yes,No,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,84.43,3477.98,No
ID-5617,Female,0,Yes,No,58,Yes,No,No,No internet service,Yes,No,No,Yes,No internet service,Two year,Yes,Electronic check,63.54,3614.29,No
ID-5618,Female,1,No,Yes,53,Yes,No,No,No,No,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),75.26,4033.24,No
ID-5619,Female,0,No,No,25,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,27.39,579.05,Yes
ID-5620,Male,0,No,No,53,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,No,One year,No,Credit card (automatic),60.55,3291.23,No
ID-5621,Female,0,Yes,No,60,Yes,No,DSL,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),30.45,1824.36,No
ID-5622,Male,0,Yes,Yes,43,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,48.41,2100.18,Yes
ID-5623,Male,0,Yes,No,8,Yes,Yes,DSL,No internet service,No internet service,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),55.12,534.0,No
ID-5624,Male,0,No,No,41,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No,One year,No,Credit card (automatic),101.55,4168.42,No
ID-5625,Male,0,Yes,No,28,No,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,64.74,1787.8,No
ID-5626,Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,45.59,2632.42,No
ID-5627,Female,0,Yes,No,62,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),82.05,5087.5,No
ID-5628,Female,0,No,No,48,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,86.53,4192.57,No
ID-5629,Female,0,No,No,10,No,Yes,No,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),55.03,559.61,No
ID-5630,Female,0,No,No,53,No,Yes,Fiber optic,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,55.74,2864.72,No
ID-5631,Male,0,No,No,29,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,103.06,3005.19,No
ID-5632,Female,0,No,Yes,65,Yes,Yes,No,Yes,Yes,No,No internet service,No,No,Two year,Yes,Credit card (automatic),67.34,4447.35,No
ID-5633,Female,0,Yes,No,64,Yes,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,One year,No,Mailed check,94.56,6103.17,No
ID-5634,Male,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),31.76,1807.45,No
ID-5635,Male,0,No,Yes,56,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,One year,No,Electronic check,62.38,3398.62,No
ID-5636,Female,0,No,No,36,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,33.38,1232.1,Yes
ID-5637,Female,0,Yes,No,53,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),21.39,1163.97,No
ID-5638,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,88.47,6052.29,No
ID-5639,Female,0,No,Yes,23,Yes,No phone service,DSL,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,42.23,1028.31,No
ID-5640,Female,1,Yes,No,62,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,Two year,No,Electronic check,76.21,4635.11,No
ID-5641,Female,0,No,No,50,Yes,No,DSL,No,Yes,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,49.08,2398.84,No
ID-5642,Female,0,Yes,No,14,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),106.21,1452.57,No
ID-5643,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No,Two year,Yes,Electronic check,94.75,4432.56,No
ID-5644,Male,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),53.54,2465.69,No
ID-5645,Male,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,49.46,1472.1,No
ID-5646,Female,0,No,No,19,Yes,No,No,No internet service,No,No,Yes,No,Yes,Two year,Yes,Electronic check,36.76,704.95,No
ID-5647,Female,0,Yes,Yes,56,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,54.18,3045.87,No
ID-5648,Female,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,65.63,3180.96,Yes
ID-5649,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),93.33,5144.38,No
ID-5650,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,One year,Yes,Electronic check,115.11,6379.47,No
ID-5651,Male,0,No,Yes,24,No,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),44.47,1046.55,Yes
ID-5652,Female,0,Yes,Yes,8,No,No,No,No internet service,Yes,Yes,No,No,No internet service,One year,No,Bank transfer (automatic),98.33,761.51,No
ID-5653,Female,0,No,No,21,No,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),50.32,1136.43,Yes
ID-5654,Male,0,No,Yes,36,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,58.77,2049.88,No
ID-5655,Female,0,No,No,27,Yes,Yes,DSL,No,No,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,73.38,1998.15,No
ID-5656,Male,1,No,No,13,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),63.91,817.28,No
ID-5657,Male,0,No,No,29,Yes,No,DSL,Yes,No internet service,No,No internet service,No,Yes,Two year,Yes,Mailed check,49.24,1402.13,No
ID-5658,Male,0,Yes,Yes,38,Yes,No,No,No internet service,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),20.89,816.73,No
ID-5659,Male,0,Yes,No,56,Yes,No,DSL,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,98.79,5436.83,No
ID-5660,Male,0,Yes,No,4,Yes,No,DSL,No internet service,Yes,No,No,Yes,No internet service,Two year,Yes,Electronic check,66.71,209.43,No
ID-5661,Female,0,No,No,11,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),36.93,387.38,Yes
ID-5662,Male,0,Yes,No,34,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,81.11,2644.16,No
ID-5663,Male,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No,Yes,Yes,No,Two year,No,Credit card (automatic),96.07,3758.75,No
ID-5664,Female,1,No,No,62,Yes,Yes,No,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),87.4,5422.24,No
ID-5665,Female,0,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),74.65,2963.82,Yes
ID-5666,Male,0,No,No,64,No,No,No,Yes,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.2,2393.02,No
ID-5667,Female,1,No,No,64,Yes,Yes,DSL,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),44.68,2868.61,No
ID-5668,Female,0,Yes,No,42,Yes,No,DSL,No internet service,No,No,No internet service,Yes,No,Two year,Yes,Mailed check,28.22,1156.41,No
ID-5669,Male,0,No,Yes,59,Yes,No,No,No internet service,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),40.46,2402.11,Yes
ID-5670,Male,0,Yes,Yes,19,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,37.01,718.93,No
